,REF,Review Date,Cocoa Percent,Ingredients,Rating
1551,1287,2014,70.0,2,2.75
1552,1287,2014,70.0,2,3.0
1553,1291,2014,70.0,2,3.0
1554,1291,2014,70.0,2,3.5
1555,2362,2019,85.0,2,2.5
1556,2362,2019,70.0,2,2.75
1557,2362,2019,70.0,2,3.25
1558,2362,2019,70.0,2,3.25
1559,837,2012,80.0,4,2.5
1560,841,2012,72.0,4,2.5
1561,1347,2014,80.0,3,3.25
1562,1351,2014,70.0,3,3.25
1563,1347,2014,70.0,3,3.5
1564,1351,2014,80.0,3,3.5
1565,1494,2015,80.0,3,2.75
1566,1494,2015,70.0,3,3.0
1567,2250,2018,75.0,3,2.5
1568,1267,2014,70.0,3,3.0
1569,1267,2014,72.0,3,3.5
1570,2166,2018,72.0,3,3.25
1571,2170,2018,67.0,3,3.75
1572,1688,2015,70.0,3,3.5
1573,2210,2018,70.0,3,3.5
1574,24,2006,60.0,4,2.0
1575,24,2006,85.0,4,2.0
1576,81,2006,99.0,4,2.0
1577,24,2006,70.0,4,3.0
1578,24,2006,67.0,4,3.75
1579,24,2006,65.0,4,3.75
1580,24,2006,64.0,4,3.75
1581,117,2007,66.0,4,3.5
1582,135,2007,67.0,4,3.5
1583,963,2012,66.0,4,3.75
1584,2020,2017,69.0,4,3.25
1585,2270,2019,70.0,4,3.0
1586,2438,2019,70.0,4,3.5
1587,887,2012,65.0,4,1.5
1588,887,2012,75.0,4,2.0
1589,887,2012,70.0,4,2.5
1590,1117,2013,75.0,3,2.5
1591,1117,2013,80.0,4,3.25
1592,1538,2015,75.0,3,3.25
1593,1490,2015,80.0,3,3.5
1594,1490,2015,70.0,3,3.5
1595,1538,2015,70.0,3,3.5
1596,1490,2015,75.0,3,3.75
1597,1490,2015,75.0,3,3.75
1598,2112,2018,70.0,3,3.0
1599,2112,2018,70.0,3,3.25
1600,2114,2018,70.0,3,3.25
1601,2112,2018,70.0,3,3.5
1602,825,2012,70.0,4,3.5
1603,1073,2013,70.0,4,2.5
1604,2346,2019,70.0,3,3.0
1605,2346,2019,74.0,3,3.0
1606,2346,2019,76.0,3,3.0
1607,2566,2021,75.0,3,2.75
1608,2570,2021,74.0,3,3.0
1609,2570,2021,90.0,3,3.0
1610,2214,2018,70.0,2,3.0
1611,2214,2018,70.0,2,3.25
1612,2210,2018,70.0,2,3.5
1613,2214,2018,70.0,2,3.75
1614,607,2010,77.0,3,2.75
1615,2382,2019,67.0,3,2.75
1616,1920,2016,70.0,2,3.5
1617,1960,2017,72.0,2,3.0
1618,1960,2017,72.0,2,3.25
1619,1960,2017,65.0,3,3.5
1620,1960,2017,65.0,2,3.5
1621,2370,2019,72.0,3,3.75
1622,2458,2020,70.0,3,3.5
1623,1626,2015,70.0,2,3.5
1624,1880,2016,75.0,2,3.75
1625,2354,2019,70.0,3,3.0
1626,955,2012,65.0,,2.5
1627,607,2010,67.0,3,2.75
1628,1030,2013,72.0,3,3.0
1629,1026,2013,73.0,3,3.25
1630,2198,2018,72.0,3,2.5
1631,2170,2018,68.0,2,3.0
1632,2350,2019,72.0,3,3.0
1633,2338,2019,70.0,2,3.5
1634,2450,2019,72.0,2,3.75
1635,2648,2021,70.0,3,2.75
1636,2652,2021,70.0,3,3.25
1637,1618,2015,70.0,2,2.75
1638,1614,2015,70.0,2,3.0
1639,1618,2015,70.0,2,3.25
1640,661,2011,70.0,2,2.75
1641,661,2011,70.0,2,2.75
1642,2142,2018,70.0,3,3.25
1643,1812,2016,72.0,2,3.5
1644,2680,2021,76.0,3,3.5
1645,1391,2014,70.0,,3.25
1646,2222,2018,70.0,3,3.25
1647,2656,2021,72.0,3,3.5
1648,2542,2021,75.0,2,3.75
1649,1654,2015,70.0,,3.25
1650,1654,2015,63.0,,3.5
1651,1658,2015,85.0,,3.5
1652,2490,2020,70.0,3,3.0
1653,1462,2015,70.0,3,3.5
1654,1462,2015,80.0,3,3.5
1655,2190,2018,70.0,2,3.5
1656,1896,2016,71.0,2,2.75
1657,1896,2016,68.0,2,2.75
1658,1900,2016,68.0,2,2.75
1659,1900,2016,80.0,2,3.0
1660,1049,2013,58.0,3,2.5
1661,1049,2013,70.0,3,3.0
1662,867,2012,71.0,4,2.5
1663,1046,2013,70.0,4,3.75
1664,1133,2013,78.0,4,3.75
1665,1399,2014,75.0,4,2.75
1666,1399,2014,70.0,4,3.0
1667,1379,2014,70.0,4,3.25
1668,2458,2019,67.0,3,2.75
1669,2418,2019,70.0,3,3.25
1670,1007,2013,85.0,,3.5
1671,1403,2014,72.0,2,2.25
1672,1403,2014,70.0,2,2.5
1673,1403,2014,73.5,2,2.5
1674,1403,2014,70.0,3,3.5
1675,2060,2018,70.0,2,3.25
1676,15,2006,73.0,5,2.0
1677,15,2006,75.0,5,2.75
1678,24,2006,71.0,5,3.0
1679,135,2007,73.0,5,1.0
1680,230,2008,67.0,5,3.75
1681,531,2010,70.0,5,2.5
1682,1526,2015,72.0,2,2.25
1683,1526,2015,72.0,2,2.75
1684,1526,2015,72.0,2,3.0
1685,1526,2015,72.0,2,3.0
1686,2134,2018,72.0,2,3.0
1687,1022,2013,75.0,3,2.75
1688,1022,2013,75.0,3,3.5
1689,2398,2019,72.0,3,3.75
1690,2142,2018,70.0,3,3.0
1691,2162,2018,72.0,3,2.75
1692,2158,2018,72.0,3,3.0
1693,2174,2018,72.0,3,3.0
1694,2282,2019,74.0,3,2.75
1695,2394,2019,72.0,3,3.25
1696,1295,2014,75.0,4,3.0
1697,1299,2014,75.0,4,3.0
1698,1299,2014,75.0,4,3.25
1699,837,2012,70.0,,3.0
1700,841,2012,70.0,,3.0
1701,935,2012,75.0,2,2.75
1702,931,2012,70.0,2,3.0
1703,935,2012,80.0,2,3.25
1704,1458,2015,70.0,2,2.75
1705,1458,2015,70.0,2,3.0
1706,1458,2015,70.0,2,3.5
1707,1454,2015,70.0,2,3.75
1708,1470,2015,70.0,2,3.75
1709,2486,2020,70.0,3,3.0
1710,2486,2020,70.0,3,3.25
1711,1876,2016,70.0,3,3.5
1712,478,2010,70.0,5,2.5
1713,1638,2015,70.0,2,3.75
1714,2386,2019,70.0,2,3.75
1715,1558,2015,70.0,3,3.75
1716,1558,2015,75.0,3,4.0
1717,1411,2014,66.0,2,2.75
1718,1411,2014,70.0,2,3.0
1719,1411,2014,88.0,2,3.25
1720,1411,2014,74.0,2,3.5
1721,1760,2016,100.0,1,2.75
1722,1760,2016,70.0,2,3.5
1723,2490,2020,70.0,2,3.0
1724,2494,2020,70.0,2,3.0
1725,2494,2020,70.0,2,3.25
1726,2494,2020,70.0,2,3.25
1727,2498,2020,70.0,2,3.25
1728,2494,2020,70.0,2,3.75
1729,2498,2020,70.0,2,3.75
1730,2582,2021,100.0,1,3.0
1731,2704,2021,80.0,2,3.0
1732,2582,2021,70.0,2,3.25
1733,2696,2021,70.0,2,3.25
1734,2704,2021,70.0,2,3.5
1735,2566,2021,70.0,2,3.75
1736,1594,2015,70.0,3,2.75
1737,1598,2015,70.0,3,3.0
1738,761,2011,70.0,2,3.5
1739,2142,2018,78.0,3,3.75
1740,457,2009,67.0,3,2.75
1741,457,2009,75.0,3,3.0
1742,486,2010,72.0,3,3.0
1743,486,2010,72.0,3,3.0
1744,688,2011,76.0,5,2.0
1745,688,2011,76.0,5,2.75
1746,688,2011,85.0,5,2.75
1747,688,2011,85.0,5,3.0
1748,693,2011,80.0,4,2.75
1749,1247,2014,70.0,3,3.0
1750,1247,2014,66.0,3,3.5
1751,1816,2016,70.0,3,3.75
1752,2036,2018,73.0,3,3.0
1753,2514,2020,70.0,2,3.25
1754,2518,2020,70.0,2,3.25
1755,2518,2020,70.0,2,3.5
1756,2680,2021,75.0,3,2.75
1757,2676,2021,70.0,3,3.25
1758,2680,2021,75.0,3,3.25
1759,2676,2021,75.0,3,3.5
1760,1161,2013,74.0,3,2.75
1761,1165,2013,72.0,3,2.75
1762,1165,2013,72.0,3,2.75
1763,1165,2013,72.0,3,3.0
1764,1165,2013,72.0,3,3.0
1765,2076,2018,71.0,3,3.0
1766,331,2009,70.0,3,3.0
1767,341,2009,75.0,3,3.0
1768,341,2009,68.0,3,3.25
1769,733,2011,66.0,3,3.75
1770,1438,2014,68.0,3,2.75
1771,1442,2014,80.0,2,3.25
1772,24,2006,60.0,5,3.0
1773,316,2009,60.0,5,3.0
1774,859,2012,65.0,4,3.0
1775,859,2012,72.0,4,3.0
1776,266,2008,100.0,,2.0
1777,224,2008,60.0,4,2.75
1778,224,2008,72.0,4,3.0
1779,224,2008,65.0,4,3.0
1780,266,2008,70.0,4,3.5
1781,721,2011,70.0,4,3.5
1782,817,2012,85.0,4,2.75
1783,863,2012,70.0,4,4.0
1784,1415,2014,70.0,4,3.25
1785,1415,2014,70.0,4,3.5
1786,1415,2014,70.0,4,3.75
1787,1415,2014,70.0,4,4.0
1788,1848,2016,70.0,4,4.0
1789,2234,2018,72.0,5,3.25
1790,2230,2018,70.0,5,3.5
1791,2234,2018,72.0,5,3.75
1792,1239,2014,72.0,2,2.75
1793,1303,2014,75.0,2,2.75
1794,1399,2014,75.0,2,3.5
1795,1239,2014,78.0,2,3.75
1796,1399,2014,70.0,2,3.75
1797,1570,2015,70.0,2,3.25
1798,1570,2015,70.0,2,3.25
1799,1574,2015,72.0,2,3.5
1800,1574,2015,72.0,2,3.75
1801,1720,2016,70.0,2,2.75
1802,1720,2016,72.0,2,3.0
1803,1992,2017,72.0,2,2.75
1804,2000,2017,75.0,2,2.75
1805,1992,2017,70.0,2,3.5
1806,2286,2019,70.0,2,3.5
1807,1860,2016,76.0,2,3.0
1808,2334,2019,76.0,2,2.75
1809,2334,2019,76.0,2,3.0
1810,2298,2019,75.0,2,3.25
1811,2298,2019,76.0,2,3.25
1812,2302,2019,76.0,2,3.25
1813,2302,2019,71.0,2,3.5
1814,1363,2014,65.0,3,3.5
1815,1251,2014,70.0,2,3.0
1816,1255,2014,70.0,2,3.5
1817,1542,2015,70.0,2,3.5
1818,1856,2016,70.0,2,3.25
1819,2274,2019,75.0,3,2.75
1820,2274,2019,75.0,3,2.75
1821,2278,2019,75.0,3,3.0
1822,1137,2013,55.0,4,2.5
1823,1137,2013,70.0,4,2.75
1824,196,2007,70.0,3,4.0
1825,439,2009,67.0,3,3.5
1826,439,2009,70.0,3,3.5
1827,331,2009,75.0,3,4.0
1828,636,2011,70.0,3,3.75
1829,1034,2013,67.0,3,4.0
1830,1271,2014,73.0,2,2.25
1831,1271,2014,64.0,2,2.75
1832,1454,2015,82.0,3,3.0
1833,2258,2018,75.0,3,3.0
1834,2294,2019,70.0,4,3.25
1835,93,2006,72.0,5,3.0
1836,93,2006,72.0,5,3.75
1837,81,2006,72.0,5,4.0
1838,166,2007,85.0,5,3.5
1839,129,2007,72.0,5,3.75
1840,111,2007,70.0,5,4.0
1841,141,2007,72.0,5,4.0
1842,414,2009,72.0,5,3.0
1843,445,2009,72.0,5,3.0
1844,478,2010,75.0,5,3.0
1845,531,2010,85.0,5,3.0
1846,478,2010,75.0,5,3.25
1847,516,2010,78.0,5,3.75
1848,1658,2015,70.0,5,3.25
1849,2342,2019,76.0,4,3.0
1850,2342,2019,70.0,4,3.0
1851,2700,2021,72.0,4,3.5
1852,2462,2020,70.0,3,3.0
1853,2462,2020,70.0,3,3.5
1854,2462,2020,73.0,3,3.5
1855,1772,2016,80.0,4,2.5
1856,1315,2014,73.0,2,2.5
1857,1311,2014,73.0,2,3.25
1858,1319,2014,73.0,2,3.25
1859,1319,2014,73.0,2,3.5
1860,1506,2015,62.0,3,2.5
1861,1506,2015,80.0,2,2.75
1862,1510,2015,80.0,3,2.75
1863,1510,2015,80.0,3,2.75
1864,1510,2015,80.0,2,3.25
1865,2530,2020,70.0,3,3.0
1866,2530,2020,70.0,3,3.0
1867,2530,2020,70.0,3,3.25
1868,829,2012,76.0,3,2.5
1869,829,2012,82.0,3,2.75
1870,2582,2021,71.0,3,2.75
1871,2582,2021,76.0,3,3.0
1872,2586,2021,66.0,3,3.0
1873,607,2010,82.0,2,3.75
1874,789,2011,70.0,2,2.75
1875,654,2011,70.0,2,3.0
1876,647,2011,70.0,2,3.5
1877,789,2011,70.0,2,3.5
1878,1387,2014,70.0,2,3.75
1879,1820,2016,70.0,2,3.75
1880,2076,2018,70.0,2,4.0
1881,2538,2021,75.0,2,3.75
1882,2622,2021,70.0,2,3.75
1883,40,2006,75.0,4,3.0
1884,99,2006,75.0,4,3.0
1885,99,2006,75.0,4,3.0
1886,105,2006,75.0,4,3.0
1887,99,2006,75.0,4,3.5
1888,32,2006,75.0,4,3.75
1889,93,2006,80.0,4,3.75
1890,162,2007,75.0,4,4.0
1891,280,2008,75.0,4,2.0
1892,202,2008,100.0,2,3.0
1893,280,2008,75.0,4,3.5
1894,451,2009,75.0,4,2.0
1895,486,2010,75.0,4,3.5
1896,717,2011,75.0,4,3.25
1897,1446,2015,75.0,3,3.25
1898,2406,2019,75.0,4,3.0
1899,2410,2019,75.0,4,3.0
1900,2410,2019,75.0,4,3.0
1901,2414,2019,75.0,4,3.0
1902,2418,2019,75.0,4,3.0
1903,2410,2019,75.0,4,3.25
1904,2414,2019,75.0,4,3.25
1905,2410,2019,75.0,4,3.5
1906,2414,2019,75.0,4,3.5
1907,2418,2019,75.0,4,3.5
1908,2118,2018,75.0,2,3.25
1909,2118,2018,75.0,2,3.25
1910,2318,2019,70.0,2,2.75
1911,1223,2014,75.0,3,2.75
1912,1227,2014,85.0,3,2.75
1913,1223,2014,75.0,3,3.0
1914,1223,2014,72.0,3,3.25
1915,1688,2015,80.0,3,2.75
1916,1502,2015,70.0,3,3.5
1917,1530,2015,74.0,3,3.5
1918,1872,2016,77.0,3,3.5
1919,1956,2017,75.0,2,3.75
1920,2166,2018,72.0,3,3.25
1921,931,2012,73.0,4,2.75
1922,1988,2017,73.0,4,3.25
1923,1988,2017,75.0,4,3.25
1924,1984,2017,75.0,4,3.5
1925,1988,2017,66.0,4,3.5
1926,1988,2017,65.0,4,3.75
1927,935,2012,60.0,3,3.0
1928,935,2012,65.0,3,3.25
1929,1069,2013,55.0,3,2.75
1930,1057,2013,75.0,3,3.25
1931,1069,2013,80.0,3,3.25
1932,1057,2013,85.0,3,3.5
1933,2238,2018,70.0,3,3.0
1934,2426,2019,70.0,3,3.75
1935,2470,2020,70.0,3,3.5
1936,2506,2020,70.0,3,4.0
1937,2594,2021,70.0,3,3.75
1938,1796,2016,70.0,3,2.75
1939,1800,2016,74.0,3,3.0
1940,785,2011,85.0,3,3.5
1941,959,2012,75.0,3,3.25
1942,1708,2015,75.0,3,2.75
1943,1788,2016,70.0,3,3.0
1944,2032,2017,70.0,3,3.25
1945,2032,2017,70.0,3,3.5
1946,470,2010,70.0,5,2.75
1947,565,2010,75.0,,3.0
1948,1558,2015,70.0,2,2.5
1949,1562,2015,80.0,2,3.25
1950,1562,2015,73.0,2,3.5
1951,2668,2021,70.0,2,3.25
1952,1872,2016,75.0,3,3.25
1953,2166,2018,72.0,3,3.5
1954,2158,2018,72.0,3,3.75
1955,2158,2018,72.0,3,3.75
1956,2330,2019,72.0,3,3.5
1957,2334,2019,72.0,3,3.5
1958,2618,2021,72.0,3,3.5
1959,867,2012,70.0,,2.5
1960,147,2007,75.0,4,3.0
1961,147,2007,67.0,4,3.5
1962,170,2007,75.0,4,3.75
1963,439,2009,75.0,4,2.5
1964,494,2010,75.0,4,3.25
1965,745,2011,75.0,2,3.5
1966,967,2012,75.0,2,3.25
1967,979,2012,75.0,2,3.5
1968,891,2012,75.0,2,4.0
1969,1181,2013,75.0,2,3.0
1970,1089,2013,75.0,2,3.75
1971,1466,2015,85.0,2,3.5
1972,1466,2015,70.0,2,3.5
1973,1860,2016,75.0,2,3.75
1974,2008,2017,75.0,3,3.75
1975,2282,2019,70.0,2,3.5
1976,2418,2019,80.0,2,3.5
1977,2514,2020,75.0,3,3.5
1978,2080,2018,72.0,3,3.0
1979,2354,2019,70.0,3,2.5
1980,2354,2019,70.0,3,2.5
1981,1844,2016,70.0,2,3.25
1982,1844,2016,70.0,2,3.25
1983,1844,2016,70.0,2,3.25
1984,1061,2013,75.0,5,3.25
1985,1061,2013,68.0,4,3.25
1986,923,2012,66.0,,3.5
1987,213,2008,70.0,2,2.75
1988,213,2008,70.0,2,2.75
1989,213,2008,70.0,2,3.0
1990,213,2008,70.0,2,3.0
1991,327,2009,70.0,2,3.5
1992,565,2010,75.0,2,3.75
1993,793,2011,75.0,2,3.0
1994,979,2012,75.0,2,3.75
1995,1038,2013,70.0,2,3.5
1996,1081,2013,70.0,2,3.5
1997,1193,2013,75.0,2,3.75
1998,1081,2013,75.0,2,4.0
1999,1209,2014,80.0,2,3.75
2000,1566,2015,75.0,2,3.25
2001,1446,2015,70.0,2,3.75
2002,1748,2016,75.0,2,3.75
2003,717,2011,71.0,3,2.5
2004,765,2011,77.0,3,2.75
2005,713,2011,73.0,3,3.5
2006,717,2011,70.0,3,3.5
2007,871,2012,76.0,3,2.25
2008,809,2012,84.0,3,2.5
2009,871,2012,72.0,3,2.5
2010,2004,2017,73.0,3,3.75
2011,2672,2021,72.0,3,3.75
2012,1964,2017,72.0,3,2.75
2013,2036,2018,75.0,3,3.0
2014,2036,2018,70.0,3,3.5
2015,2668,2021,77.0,2,2.75
2016,2660,2021,72.0,2,3.5
2017,615,2010,100.0,,1.5
2018,615,2010,70.0,,3.0
2019,607,2010,64.0,,3.5
2020,615,2010,72.0,,3.5
2021,615,2010,72.0,,3.5
2022,813,2012,83.0,4,2.75
2023,813,2012,69.0,4,3.25
2024,288,2008,70.0,4,3.5
2025,288,2008,70.0,4,3.5
2026,288,2008,70.0,4,3.5
2027,292,2008,70.0,4,3.5
2028,2004,2017,70.0,4,3.25
2029,32,2006,53.0,5,2.0
2030,32,2006,65.0,5,3.0
2031,32,2006,70.0,5,3.75
2032,404,2009,75.0,3,2.75
2033,414,2009,70.0,5,3.0
2034,761,2011,70.0,5,2.75
2035,15,2006,82.0,5,2.0
2036,40,2006,68.0,5,2.0
2037,56,2006,70.0,5,2.0
2038,56,2006,62.0,5,3.0
2039,15,2006,70.0,5,3.5
2040,117,2007,72.0,5,3.0
2041,135,2007,62.0,5,3.0
2042,188,2007,75.0,5,3.0
2043,135,2007,75.0,5,3.75
2044,227,2008,72.0,5,3.0
2045,336,2009,68.0,5,3.75
2046,445,2009,72.0,5,3.75
2047,336,2009,65.0,5,4.0
2048,464,2010,68.0,5,3.5
2049,464,2010,65.0,5,3.75
2050,781,2011,68.0,5,3.75
2051,959,2012,78.0,4,4.0
2052,1658,2015,70.0,2,2.75
2053,1658,2015,70.0,2,2.75
2054,2104,2018,70.0,2,2.75
2055,2108,2018,70.0,2,3.0
2056,2104,2018,70.0,2,3.25
2057,2446,2019,70.0,2,2.75
2058,2446,2019,70.0,2,3.5
2059,2660,2021,75.0,2,3.25
2060,2590,2021,70.0,2,3.5
2061,2594,2021,70.0,2,3.5
2062,2660,2021,70.0,2,3.5
2063,2370,2019,70.0,3,3.0
2064,2370,2019,70.0,3,3.0
2065,2366,2019,70.0,3,3.5
2066,1335,2014,75.0,2,3.0
2067,1335,2014,72.0,2,3.25
2068,1466,2015,77.0,2,2.75
2069,1450,2015,72.0,2,3.25
2070,1450,2015,73.0,2,3.5
2071,1466,2015,74.0,2,3.5
2072,713,2011,73.0,4,2.0
2073,721,2011,73.0,4,2.5
2074,757,2011,75.0,3,3.5
2075,1884,2016,70.0,3,3.25
2076,1586,2015,82.0,3,3.25
2077,1586,2015,70.0,3,3.5
2078,911,2012,70.0,,2.5
2079,717,2011,67.0,4,3.0
2080,741,2011,68.0,4,3.0
2081,725,2011,65.0,4,3.25
2082,729,2011,60.0,4,3.25
2083,1339,2014,67.0,3,3.75
2084,1339,2014,73.0,3,3.75
2085,1343,2014,73.0,3,3.75
2086,1502,2015,100.0,1,3.0
2087,1506,2015,100.0,1,3.0
2088,1614,2015,73.0,2,3.0
2089,1614,2015,73.0,2,3.25
2090,1650,2015,73.0,2,3.25
2091,1788,2016,73.0,2,3.5
2092,1856,2016,73.0,2,3.5
2093,1860,2016,73.0,2,3.75
2094,1996,2017,73.0,2,3.75
2095,2652,2021,73.0,3,3.0
2096,2652,2021,73.0,3,3.25
2097,1454,2015,70.0,4,2.75
2098,1462,2015,72.0,3,3.0
2099,1626,2015,72.0,3,2.75
2100,1666,2015,67.0,3,3.0
2101,1618,2015,65.0,3,3.25
2102,1622,2015,70.0,3,3.5
2103,1662,2015,65.0,3,3.5
2104,1622,2015,67.0,3,3.75
2105,1622,2015,70.0,3,3.75
2106,1666,2015,70.0,3,3.75
2107,1622,2015,72.0,3,4.0
2108,1864,2016,70.0,3,3.0
2109,1908,2016,70.0,3,3.25
2110,1740,2016,70.0,3,3.75
2111,1756,2016,70.0,3,3.75
2112,1864,2016,67.0,3,3.75
2113,1740,2016,70.0,3,4.0
2114,1940,2017,70.0,3,3.5
2115,1952,2017,70.0,3,3.5
2116,502,2010,68.0,3,3.0
2117,502,2010,68.0,3,3.25
2118,693,2011,67.0,3,1.5
2119,2112,2018,66.0,3,3.25
2120,1968,2017,70.0,3,2.75
2121,1518,2015,72.0,2,3.0
2122,1812,2016,70.0,2,3.5
2123,1840,2016,85.0,2,2.75
2124,1840,2016,68.0,2,2.75
2125,2366,2019,70.0,3,2.5
2126,1792,2016,70.0,2,3.25
2127,1796,2016,75.0,2,3.25
2128,1157,2013,70.0,2,3.0
2129,1157,2013,70.0,2,3.0
2130,1161,2013,70.0,2,3.25
2131,1161,2013,70.0,3,3.25
2132,1161,2013,70.0,3,3.5
2133,1335,2014,70.0,3,3.0
2134,1992,2017,70.0,3,3.25
2135,2068,2018,70.0,3,3.25
2136,2660,2021,70.0,3,3.5
2137,377,2009,70.0,3,3.0
2138,387,2009,70.0,3,3.0
2139,377,2009,70.0,3,3.5
2140,387,2009,70.0,3,3.5
2141,387,2009,70.0,3,3.75
2142,387,2009,70.0,3,3.75
2143,607,2010,70.0,3,3.75
2144,676,2011,70.0,3,2.75
2145,676,2011,70.0,3,3.5
2146,688,2011,70.0,3,3.5
2147,682,2011,70.0,3,3.75
2148,676,2011,70.0,3,4.0
2149,676,2011,64.0,3,4.0
2150,817,2012,70.0,3,3.25
2151,951,2012,70.0,3,3.5
2152,967,2012,70.0,3,3.5
2153,983,2012,85.0,3,3.5
2154,833,2012,70.0,3,3.75
2155,951,2012,70.0,3,3.75
2156,867,2012,70.0,3,4.0
2157,867,2012,70.0,3,4.0
2158,1073,2013,70.0,3,2.75
2159,1030,2013,70.0,3,3.25
2160,1077,2013,70.0,3,3.25
2161,1173,2013,70.0,3,3.25
2162,1019,2013,77.0,3,3.75
2163,1073,2013,70.0,3,3.75
2164,1077,2013,70.0,3,3.75
2165,1077,2013,88.0,3,4.0
2166,1077,2013,70.0,3,4.0
2167,1081,2013,67.0,3,4.0
2168,1177,2013,70.0,3,4.0
2169,1307,2014,70.0,3,3.25
2170,1339,2014,70.0,3,3.25
2171,1227,2014,70.0,3,3.5
2172,1307,2014,80.0,3,3.5
2173,1259,2014,70.0,3,3.75
2174,1307,2014,70.0,3,3.75
2175,1594,2015,70.0,3,3.5
2176,1594,2015,75.0,3,4.0
2177,1832,2016,70.0,3,3.25
2178,1820,2016,62.0,3,3.5
2179,1820,2016,70.0,3,3.5
2180,1828,2016,70.0,3,3.5
2181,1828,2016,70.0,3,3.75
2182,1828,2016,75.0,3,3.75
2183,1828,2016,70.0,3,4.0
2184,2016,2017,70.0,3,3.25
2185,2016,2017,70.0,3,4.0
2186,2068,2018,70.0,3,3.0
2187,2242,2018,70.0,3,4.0
2188,2242,2018,70.0,3,4.0
2189,2680,2021,62.0,4,3.25
2190,2638,2021,70.0,3,3.5
2191,2638,2021,70.0,3,3.5
2192,2700,2021,70.0,3,4.0
2193,1367,2014,70.0,2,3.25
2194,1395,2014,70.0,2,3.5
2195,1932,2017,70.0,2,3.25
2196,1936,2017,75.0,2,3.25
2197,1936,2017,77.0,2,3.25
2198,1936,2017,70.0,2,3.5
2199,1936,2017,75.0,2,3.5
2200,1940,2017,80.0,2,3.5
2201,793,2012,70.0,4,3.0
2202,793,2012,80.0,4,3.0
2203,793,2012,75.0,4,3.25
2204,1434,2014,72.0,3,2.75
2205,1792,2016,70.0,3,3.5
2206,1792,2016,70.0,3,3.75
2207,1792,2016,70.0,3,3.75
2208,1932,2017,70.0,3,2.75
2209,1932,2017,70.0,3,3.5
2210,1932,2017,70.0,3,3.75
2211,2684,2021,70.0,2,3.25
2212,2684,2021,70.0,2,3.5
2213,2684,2021,70.0,2,3.5
2214,1057,2013,70.0,4,3.0
2215,1121,2013,84.0,3,2.25
2216,1113,2013,70.0,3,3.0
2217,1634,2015,70.0,4,3.0
2218,1692,2015,70.0,4,3.0
2219,1692,2015,70.0,4,3.0
2220,1692,2015,70.0,4,3.0
2221,1696,2015,70.0,4,3.0
2222,729,2011,72.0,4,3.25
2223,859,2012,68.0,4,2.75
2224,1291,2014,84.0,3,3.5
2225,1291,2014,70.0,3,3.5
2226,2012,2017,70.0,3,2.5
2227,939,2012,65.0,4,2.5
2228,943,2012,70.0,4,2.5
2229,943,2012,75.0,4,2.75
2230,1157,2013,67.0,2,2.75
2231,1157,2013,78.0,2,3.25
2232,1800,2016,61.0,5,2.5
2233,1800,2016,71.0,5,3.0
2234,1796,2016,70.0,3,2.75
2235,1796,2016,60.0,3,3.0
2236,1618,2015,70.0,2,2.75
2237,2434,2019,74.0,2,2.75
2238,2634,2021,72.0,3,3.0
2239,2634,2021,72.0,3,3.0
2240,2634,2021,77.0,3,3.5
2241,2634,2021,80.0,3,3.75
2242,2242,2018,70.0,5,2.5
2243,2234,2018,75.0,3,2.75
2244,2234,2018,70.0,5,3.0
2245,2242,2018,70.0,5,3.0
2246,2230,2018,75.0,5,3.25
2247,2474,2020,74.0,3,3.0
2248,2470,2020,68.0,3,3.25
2249,2482,2020,73.0,3,3.25
2250,761,2011,70.0,3,3.0
2251,939,2012,70.0,3,3.25
2252,939,2012,70.0,3,3.25
2253,939,2012,70.0,3,3.75
2254,1193,2013,70.0,3,3.25
2255,1185,2013,70.0,3,3.5
2256,1185,2013,70.0,3,3.5
2257,1263,2014,70.0,3,3.5
2258,1263,2014,70.0,3,3.75
2259,1668,2015,70.0,3,3.25
2260,1704,2015,88.0,3,3.25
2261,1704,2015,70.0,3,3.25
2262,1708,2015,70.0,3,3.25
2263,1708,2015,70.0,3,3.5
2264,1704,2015,70.0,3,3.75
2265,1105,2013,70.0,4,2.5
2266,1101,2013,70.0,4,2.75
2267,1101,2013,70.0,4,2.75
2268,1105,2013,70.0,4,3.0
2269,1680,2015,77.0,4,2.75
2270,1450,2015,70.0,5,3.0
2271,1450,2015,62.0,5,3.25
2272,1450,2015,60.0,5,3.25
2273,2286,2019,70.0,3,2.75
2274,2286,2019,75.0,3,3.0
2275,1868,2016,70.0,2,3.25
2276,2262,2019,75.0,4,3.0
2277,2326,2019,75.0,3,3.25
2278,2326,2019,75.0,3,4.0
2279,1646,2015,75.0,4,3.0
2280,2306,2019,72.0,3,3.0
2281,2306,2019,70.0,3,3.25
2282,2566,2021,67.0,3,2.75
2283,180,2007,70.0,3,3.0
2284,451,2009,75.0,3,2.75
2285,785,2011,87.0,3,3.25
2286,1271,2014,68.0,3,3.0
2287,199,2008,70.0,5,2.5
2288,280,2008,70.0,5,2.5
2289,284,2008,70.0,5,2.5
2290,280,2008,70.0,5,2.75
2291,387,2009,60.0,5,2.75
2292,387,2009,68.0,5,3.0
2293,915,2012,99.0,,3.25
2294,1716,2016,62.0,5,2.0
2295,821,2012,70.0,4,2.0
2296,801,2012,70.0,4,2.75
2297,829,2012,70.0,3,2.75
2298,967,2012,70.0,3,2.75
